wave_id,wave_name,task_id,task_type,title,priority,cutover_blocker,complexity,execution_owner,validator_owner,required_skills,dependencies,target_files_scope,actions,verification,acceptance_criteria,required_evidence,rollback,revision_notes,status
W3,Rules layer and deterministic START,T-037,rule,Create MCP governance rule,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-002,T-030,T-035,T-036,T-V02",rules/MCP_GOVERNANCE.md; .specs/shared/mcp-governance.md,"Define required registry fields, activation triggers, health check, context cost, authority, fallback, and forbidden uses. | Include Context7, CodeGraph, codex-agent-mem, fs-read, headroom, and sequential-thinking. | Define behavior when the UI and CLI disagree about availability.",Task-Spec must define exact commands before execution.,Each MCP has a deterministic trigger and fallback. | Unavailable MCPs do not cause fabricated results.,MCP decision matrix.,Remove/revert rule.,Carried from v1; enriched with deterministic gates in v2.,pending
W3,Rules layer and deterministic START,T-038,rule,Create dual-memory rule,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-012,T-030,T-037,T-V02",rules/MEMORY_DUAL_WRITE.md,"Define local write first, MCP duplicate second. | Define event IDs, pending sync, retry, deduplication, reconciliation, and read authority. | Define what must never be stored in semantic memory.",Task-Spec must define exact commands before execution.,Local state remains authoritative. | A failed MCP write is visible and retryable rather than silent.,Memory event fixtures.,Remove rule.,Carried from v1; enriched with deterministic gates in v2.,pending
W3,Rules layer and deterministic START,T-039,rule,Create phase rules for Altitude,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-028,T-030,T-031,T-032,T-033,T-034,T-035,T-036,T-037,T-038,T-V02","rules/altitude/{INTENT,STRUCTURE,DESIGN_PLAN,EXECUTION,VALIDATION,SHIP,TRANSITIONS}.md","Create one operational rule per contract phase. | Reference the canonical YAML contract rather than duplicating it. | Define minimum reads, required skills, tools, outputs, evidence, and gates for each phase.",Task-Spec must define exact commands before execution.,Each rule matches the contract. | Phase behavior can be loaded independently.,Rule-contract consistency check.,Remove phase rules.,Carried from v1; enriched with deterministic gates in v2.,pending
W3,Rules layer and deterministic START,T-040,rule,Create Altitude-specific START rule,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-031,T-029,T-V02",rules/altitude/START.md,"Resolve active Altitude change, phase, artifacts, allocation, TODO projection, writer lease, and phase rule. | Stop on state conflict or incompatible in-flight change. | Load only the rule and skills required by the resolved phase.",Task-Spec must define exact commands before execution.,Altitude START cannot run for an explicit AgentSpec command. | A new and a resumed Altitude change produce deterministic state.,New/resume/conflict fixtures.,Remove rule.,Added by deterministic v2 audit.,pending
W3,Rules layer and deterministic START,T-041,rule,Create AgentSpec-specific START rule,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-031,T-013,T-V02",rules/agentspec/START.md,"Resolve the explicit `/workflow:*` command and AgentSpec contract only. | Preserve Write-then-Copy and phase artifact prerequisites. | For `/workflow:build`, ask the output path before loading DESIGN or other design context. | Do not read or mutate Altitude state.",Task-Spec must define exact commands before execution.,AgentSpec START preserves command-specific Step 0 ordering. | No Altitude contract or phase file is loaded.,Command-start ordering fixtures.,Remove rule.,Added by deterministic v2 audit.,pending
W3,Rules layer and deterministic START,T-042,rule,Create deterministic rule-loader contract,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-016,T-030,T-031,T-V02",.specs/shared/rule-loading-contract.md; rules/RULE_LOADING.md,"Define always-loaded kernel files, lazy rule references, recursion limits, missing-file behavior, and precedence. | Require a load receipt listing rule IDs and versions. | Reject broad preloading and stale references.",Task-Spec must define exact commands before execution.,Every non-trivial task has a rule-load receipt. | Missing mandatory rule stops execution. | Context loading remains within the configured budget.,Rule-loader contract and load-receipt fixtures.,Remove contract/rule.,Added by deterministic v2 audit.,pending
W3,Rules layer and deterministic START,T-043,rule,Create external reference and third-party file policy,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-008,T-035,T-036,T-V02",rules/EXTERNAL_REFERENCES.md; rules/RTK_AND_SHELL.md,Vendor or normalize the required RTK instructions into the harness rules with source provenance. | Define when external-directory permission is allowed. | Require checksums or version references for third-party instruction files. | Prohibit hard-coded home-directory paths in canonical rules.,Task-Spec must define exact commands before execution.,The harness works for a different Linux username/home path. | External files cannot silently override higher-priority contracts. | RTK behavior has one canonical local rule.,Portability fixture and provenance record.,Restore previous rule references.,Added by deterministic v2 audit.,pending
W3,Rules layer and deterministic START,T-044,rule,Create required-skill activation evidence contract,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-030,T-033,T-034,T-V02",.specs/shared/required-skills-contract.md; leaf result schema,Add `required_skills` and `loaded_skills` to task and leaf-result envelopes. | Define missing-skill behavior. | Require validator checks for trigger-mandatory skills.,Task-Spec must define exact commands before execution.,A task requiring a skill cannot be marked complete without a matching load receipt. | Non-trigger tasks are not forced to load unrelated skills.,Schema and positive/negative fixtures.,Remove fields and fixtures.,Added by deterministic v2 audit.,pending
W3,Rules layer and deterministic START,T-045,rule,Define command overlay and gate precedence,P0,yes,S,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-041,T-042,T-V02",.specs/shared/command-overlay-contract.md,"Define precedence between global kernel, workflow START, command frontmatter/template, AgentSpec contract, activity rules, and skills. | Make the `/workflow:build` output gate the first command-specific action. | Prevent commands from weakening parent-only TODO or leaf delegation restrictions.",Task-Spec must define exact commands before execution.,Command-specific rules can become stricter but not bypass global safety/ownership rules. | Build output gate ordering is explicit and testable.,Precedence table and conflict fixtures.,Remove contract.,Added by deterministic v2 audit.,pending
W3,Rules layer and deterministic START,T-V03,wave-validation,Independently validate W3 exit gate,P0,yes,M,independent-leaf-validator,parent-accepts-verdict,"dev-judge,dev-faithfulness-guard; dev-security-guardian when triggered","T-030,T-031,T-032,T-033,T-034,T-035,T-036,T-037,T-038,T-039,T-040,T-041,T-042,T-043,T-044,T-045",.specs/changes/harness-skill-based-migration/evidence/w3-validation/,"Review every task outcome, changed scope, evidence, acceptance criterion, and rollback readiness. | Run the wave-specific static/integration/security checks. | Use an independent validator that did not implement the wave tasks. | Issue PASS, FAIL, or BLOCKED; FAIL creates remediation tasks in the same wave. | Write local memory first and duplicate the validation event to the memory MCP.",Run the wave exit checklist and all wave-specific checks defined in Task-Specs.,"Every wave task is done, explicitly skipped with approval, or blocked with a remediation task. | No critical or high unresolved defect remains. | Evidence paths and checksums are complete. | The next wave remains blocked until PASS.","W3 validation report, command/test logs, scope audit, memory event status.",Reopen the failed W3 tasks; do not advance to the next wave.,Added because v1 required wave validation but omitted validation tasks from the master backlog and CSV.,pending
W4,AGENTS.md kernel rewrite,T-050,staged-kernel,Design the new AGENTS.md outline,P0,yes,S,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-039,T-V03",.specs/changes/harness-skill-based-migration/staging/AGENTS.next.md,"Define sections for START, workflow selection, source hierarchy, TODO ownership, delegation, validation, skills, tools/MCPs, context loading, conflicts, and references. | Keep detailed procedures in rules and contracts. | Set a size target and remove stale path assumptions.",Task-Spec must define exact commands before execution.,The outline covers all invariants without becoming an encyclopedia. | Every detailed rule has a canonical reference.,Reviewed outline.,Discard draft.,Changed from an active AGENTS.md edit to a staged draft. Active cutover occurs only in W12.,pending
W4,AGENTS.md kernel rewrite,T-051,staged-kernel,Implement mandatory START activation,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-050,T-V03",.specs/changes/harness-skill-based-migration/staging/AGENTS.next.md; related staged rule index,Require START for non-trivial work and `/workflow:*` commands. | Require reading `rules/START.md` and the activity index. | Define the small direct-answer exception.,Task-Spec must define exact commands before execution.,"A fixture shows START occurs before planning, mutation, or delegation. | The exception cannot be used for multi-step mutation.",AGENTS fixture test.,Restore baseline AGENTS.md.,"All W4 AGENTS work is staged. It must not alter the active global kernel before skills, commands, permissions, and MCP configuration are ready.",pending
W4,AGENTS.md kernel rewrite,T-052,staged-kernel,Implement Altitude workflow activation,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-051,T-V03",.specs/changes/harness-skill-based-migration/staging/AGENTS.next.md; related staged rule index,"Classify durable, architectural, multi-step, migration, governance, cross-file, and high-risk work as Altitude. | Require the Altitude contract and current phase rule. | Do not mention Altitude as an agent invocation.",Task-Spec must define exact commands before execution.,Natural-language strategic work enters Altitude without a custom primary agent. | The lifecycle gate is not bypassed silently.,Routing fixtures.,Restore baseline AGENTS.md.,"All W4 AGENTS work is staged. It must not alter the active global kernel before skills, commands, permissions, and MCP configuration are ready.",pending
W4,AGENTS.md kernel rewrite,T-053,staged-kernel,Preserve AgentSpec command routing,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-013,T-051,T-V03",.specs/changes/harness-skill-based-migration/staging/AGENTS.next.md; related staged rule index,Route explicit `/workflow:*` commands to AgentSpec command behavior. | Reference `sdd/architecture/WORKFLOW_CONTRACTS.yaml` only for AgentSpec. | Define no automatic mapping from AgentSpec phases to Altitude phases.,Task-Spec must define exact commands before execution.,AgentSpec commands remain callable and distinct. | A command does not mutate Altitude state unless an explicit bridge task is approved.,Dual-workflow routing tests.,Restore baseline AGENTS.md.,"All W4 AGENTS work is staged. It must not alter the active global kernel before skills, commands, permissions, and MCP configuration are ready.",pending
W4,AGENTS.md kernel rewrite,T-054,staged-kernel,Implement skill trigger matrix in AGENTS.md,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-030,T-035,T-036,T-V03",.specs/changes/harness-skill-based-migration/staging/AGENTS.next.md; related staged rule index,"Require codebase-explorer for repository/architecture discovery. | Require faithfulness-guard for grounded claims and final factual checks. | Require judge for block/final validation. | Require prompt-crafter for prompt/agent/skill/command instruction changes. | Require security-guardian for auth, secrets, PII, permissions, shell risk, and supply chain changes. | Require shell-script-specialist for shell, CI, hooks, and operational script changes.",Task-Spec must define exact commands before execution.,All six skills have explicit use and non-use triggers. | Commands can add stricter requirements.,Trigger matrix tests.,Restore baseline AGENTS.md.,"All W4 AGENTS work is staged. It must not alter the active global kernel before skills, commands, permissions, and MCP configuration are ready.",pending
W4,AGENTS.md kernel rewrite,T-055,staged-kernel,Implement tool and MCP routing invariants,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-036,T-037,T-V03",.specs/changes/harness-skill-based-migration/staging/AGENTS.next.md; related staged rule index,"Require rule loading before external tool use. | Require `gh`, `git`, `gcloud`, Context7, CodeGraph, memory, headroom, and RTK according to triggers. | Define fallback and explicit disclosure when a required MCP is unavailable.",Task-Spec must define exact commands before execution.,Tool choice is observable in test transcripts. | No MCP availability is assumed without preflight.,Tool-routing fixtures.,Restore baseline AGENTS.md.,"All W4 AGENTS work is staged. It must not alter the active global kernel before skills, commands, permissions, and MCP configuration are ready.",pending
W4,AGENTS.md kernel rewrite,T-056,staged-kernel,Remove obsolete agent-centric references,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-052,T-053,T-054,T-055,T-V03",.specs/changes/harness-skill-based-migration/staging/AGENTS.next.md; related staged rule index,"Remove direct routing to the six converted `dev.*` agents. | Remove coordinator-owned lifecycle wording for Altitude and Data Engineer. | Replace stale tool/agent references with rules, skills, contracts, or verified runtime tools.",Task-Spec must define exact commands before execution.,No removed agent is referenced. | No documented hard gate points to a no-op runtime surface without disclosure.,Reference scan.,Restore baseline AGENTS.md.,"All W4 AGENTS work is staged. It must not alter the active global kernel before skills, commands, permissions, and MCP configuration are ready.",pending
W4,AGENTS.md kernel rewrite,T-057,staged-kernel,Add AGENTS.md structural tests,P0,yes,S,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-056,T-V03",test/fixtures/harness-v3/staging-agents/; test/static/,"Validate required sections and canonical references in `AGENTS.next.md`. | Check that every referenced artifact is either present or declared in the activation manifest. | Reject removed agent names, custom-primary wording, and broad instructions globs. | Do not activate the staged file.",Task-Spec must define exact commands before execution.,"The staged kernel passes structural checks. | Planned-but-not-yet-created references are tracked in the activation manifest, not silently ignored. | The active AGENTS.md remains unchanged in W4.",Test output.,Remove tests.,Prevents W4 from breaking the current runtime before W5-W10 complete.,pending
W4,AGENTS.md kernel rewrite,T-058,staged-kernel,Enforce staged kernel context budget,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-057,T-042,T-V03",test/static/agents-context-budget.*; staged AGENTS.next.md,"Measure the always-loaded kernel and instruction payload. | Set a maximum size and fail the staged kernel when exceeded. | Confirm phase, skill, and MCP details remain lazy.",Task-Spec must define exact commands before execution.,The staged kernel remains under the approved context budget. | No complete skill or phase contract is duplicated in AGENTS.next.md.,Context-size report and static check.,Remove test or restore draft.,Added by deterministic v2 audit.,pending
W4,AGENTS.md kernel rewrite,T-059,staged-kernel,Create activation manifest for staged kernel,P0,yes,S,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-057,T-058,T-V03",.specs/changes/harness-skill-based-migration/staging/activation-manifest.yaml,"List every staged file, expected final path, checksum, dependency, and activation order. | Record expected deleted/disabled legacy files. | Require manifest validation before cutover.",Task-Spec must define exact commands before execution.,Every staged file has one final path and checksum. | No activation step relies on an implicit file.,Validated activation manifest.,Remove manifest.,Added by deterministic v2 audit.,pending
W4,AGENTS.md kernel rewrite,T-V04,wave-validation,Independently validate W4 exit gate,P0,yes,M,independent-leaf-validator,parent-accepts-verdict,"dev-judge,dev-faithfulness-guard; dev-security-guardian when triggered","T-050,T-051,T-052,T-053,T-054,T-055,T-056,T-057,T-058,T-059",.specs/changes/harness-skill-based-migration/evidence/w4-validation/,"Review every task outcome, changed scope, evidence, acceptance criterion, and rollback readiness. | Run the wave-specific static/integration/security checks. | Use an independent validator that did not implement the wave tasks. | Issue PASS, FAIL, or BLOCKED; FAIL creates remediation tasks in the same wave. | Write local memory first and duplicate the validation event to the memory MCP.",Run the wave exit checklist and all wave-specific checks defined in Task-Specs.,"Every wave task is done, explicitly skipped with approval, or blocked with a remediation task. | No critical or high unresolved defect remains. | Evidence paths and checksums are complete. | The next wave remains blocked until PASS.","W4 validation report, command/test logs, scope audit, memory event status.",Reopen the failed W4 tasks; do not advance to the next wave.,Added because v1 required wave validation but omitted validation tasks from the master backlog and CSV.,pending
W5,Convert six dev agents into skills,T-060,skill-migration,Create migration parity sheets for six dev agents,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-003,T-054,T-V04",agents/dev.*.agent.md; .specs/changes/.../evidence/dev-skill-parity/,"Extract prompt behavior, model, permissions, tools, stop conditions, output formats, and quality gates. | Separate reusable procedural knowledge from agent-runtime configuration. | Record behavior that must move to rules, skills, leaf profiles, or tests.",Task-Spec must define exact commands before execution.,Each source line of meaningful behavior has a target owner or explicit removal decision. | No model/permission difference is lost silently.,Six parity sheets.,Evidence-only.,Carried from v1; enriched with deterministic gates in v2.,pending
W5,Convert six dev agents into skills,T-061,skill-migration,Create dev-codebase-explorer skill,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-060,T-V04",skills/dev-codebase-explorer/SKILL.md; skills/dev-codebase-explorer/references/,"Convert exploration protocol, evidence discipline, output contract, and quality gate. | Replace generic glob-first behavior with CodeGraph-first when indexed. | Remove agent permissions, recursive task ability, and autonomous edits.",Task-Spec must define exact commands before execution.,"Skill frontmatter is valid and name matches directory. | Skill can be loaded by build, plan, and leaf profiles. | Exploration cites real files and does not edit by default.",Skill validation and exploration fixture.,Remove new skill.,Carried from v1; enriched with deterministic gates in v2.,pending
W5,Convert six dev agents into skills,T-062,skill-migration,Create dev-faithfulness-guard skill,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-060,T-V04",skills/dev-faithfulness-guard/SKILL.md,"Convert evidence comparison, contradiction detection, confidence, and source reporting. | Define use before architecture claims, block validation, and final reports. | Define clear pass/warn/fail outputs.",Task-Spec must define exact commands before execution.,"Skill distinguishes verified fact, inference, and unsupported claim. | It cannot mutate implementation files.",Faithfulness fixtures.,Remove new skill.,Carried from v1; enriched with deterministic gates in v2.,pending
W5,Convert six dev agents into skills,T-063,skill-migration,Create dev-judge skill,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-060,T-V04",skills/dev-judge/SKILL.md,"Convert scoring, acceptance evaluation, evidence sufficiency, and verdict format. | Make the skill mandatory for independent block validation and final validation. | Prohibit self-validation by the executor.",Task-Spec must define exact commands before execution.,"Verdict is deterministic and evidence-linked. | Fail and blocked outcomes produce remediation guidance, not silent acceptance.",Judge fixtures.,Remove new skill.,Carried from v1; enriched with deterministic gates in v2.,pending
W5,Convert six dev agents into skills,T-064,skill-migration,Create dev-prompt-crafter skill,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-060,T-V04",skills/dev-prompt-crafter/SKILL.md,"Convert prompt analysis, instruction hierarchy, ambiguity checks, examples, and test design. | Add specific coverage for AGENTS, commands, skills, agents, and workflow rules. | Require prompt regression fixtures.",Task-Spec must define exact commands before execution.,"Prompt changes have explicit intent, constraints, anti-patterns, and tests. | The skill does not override higher-priority contracts.",Prompt fixtures.,Remove new skill.,Carried from v1; enriched with deterministic gates in v2.,pending
W5,Convert six dev agents into skills,T-065,skill-migration,Create dev-security-guardian skill,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-060,T-V04",skills/dev-security-guardian/SKILL.md; security references,"Convert threat checks, secret handling, auth/permission review, command safety, and supply-chain checks. | Define advisory versus blocking conditions. | Integrate with shell/CLI and MCP configuration changes.",Task-Spec must define exact commands before execution.,Security triggers are explicit and testable. | Secrets are never copied into evidence or memory. | Critical findings block the gate.,Security fixtures.,Remove new skill.,Carried from v1; enriched with deterministic gates in v2.,pending
W5,Convert six dev agents into skills,T-066,skill-migration,Create dev-shell-script-specialist skill,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-060,T-V04",skills/dev-shell-script-specialist/SKILL.md,"Convert safe shell authoring, strict mode, quoting, portability, linting, error handling, and test rules. | Integrate RTK use while preserving raw-command debugging exceptions. | Require shellcheck or documented fallback.",Task-Spec must define exact commands before execution.,Shell changes have lint/test evidence. | Dangerous or destructive commands require explicit scope and confirmation.,Shell fixtures.,Remove new skill.,Carried from v1; enriched with deterministic gates in v2.,pending
W5,Convert six dev agents into skills,T-067,skill-migration,Configure skill permissions and discoverability,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-061,T-062,T-063,T-064,T-065,T-066,T-V04",.specs/changes/harness-skill-based-migration/staging/opencode.skills.fragment.json; skill registry tests,Allow the six skills for built-in hosts and permitted leaf profiles. | Ensure names are unique and valid. | Hide or deny skills from profiles that should not use them.,Task-Spec must define exact commands before execution.,All six appear in the skill tool where expected. | No duplicate or invalid name exists. | Permission-denied profiles cannot load them.,Skill listing and permission tests.,Revert config changes.,Skill permissions are staged rather than written to active opencode.json.,pending
W5,Convert six dev agents into skills,T-068,skill-migration,Validate skill parity and freeze legacy dev agents for final removal,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-067,T-V04",agents/dev.codebase-explorer.agent.md; dev.faithfulness-guard; dev.judge-agent; dev.prompt-crafter; dev.security-guardian; dev.shell-script-specialist,"Run source-agent versus skill behavior fixtures with fixed inputs and scoring. | Confirm model, steps, temperature, tool, and permission behavior has an explicit target owner. | Mark the six legacy agent files as `frozen` in the migration manifest. | Do not delete them until every consumer has been migrated and W11 validation passes.",Task-Spec must define exact commands before execution.,Six parity reports pass or have an explicit blocking defect. | No new reference to the legacy agents is allowed. | The legacy files still exist only as rollback assets until W12 cleanup.,"Parity report, reference scan, git diff.",Remove the freeze marker; no runtime file is deleted in this task.,Fixes premature deletion before command and consumer migration.,pending
W5,Convert six dev agents into skills,T-069,skill-migration,Resolve overlap with existing review skills and validation tools,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-060,T-004,T-V04",skills/review/; tools/faithfulness_gate.ts; tools/verify_step.ts; tools/security-scan.*; tools/junta-auditor.*,"Compare existing review/verification/security behavior with the six new skills. | Assign one canonical owner per behavior. | Merge, reference, or deprecate duplicates without losing fixtures.",Task-Spec must define exact commands before execution.,No two skills/tools claim the same canonical gate. | Existing useful tool logic is retained behind a clear contract.,Behavior overlap matrix and disposition decisions.,Revert consolidation decisions.,Added by deterministic v2 audit.,pending
W5,Convert six dev agents into skills,T-070,skill-migration,"Define model, steps, and provider policy after agent-to-skill conversion",P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-003,T-060,T-069,T-V04",.specs/shared/model-execution-policy.md; leaf profile manifest,"Map every removed agent model, temperature, steps, provider options, and tool permission to a retained profile or parent host. | Define deterministic settings for validators and security-sensitive work. | Define inheritance when no override is needed.",Task-Spec must define exact commands before execution.,No removed agent runtime setting is lost silently. | Each leaf profile has a model/steps policy or explicit parent inheritance.,Model parity matrix and approved policy.,Revert policy.,Added by deterministic v2 audit.,pending
W5,Convert six dev agents into skills,T-071,skill-migration,Validate skill discovery in the real installation topology,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-061,T-062,T-063,T-064,T-065,T-066,T-008,T-V04",skills/*/SKILL.md; installation fixture,"Validate directory/name/frontmatter rules. | Start OpenCode from representative working directories. | Confirm all six skills are visible to build, plan, and approved leaf profiles. | Confirm denied profiles cannot see restricted skills.",Task-Spec must define exact commands before execution.,All six skills appear from the real global config root. | Skill names are unique across all discovered locations. | Permission behavior matches the staged matrix.,Skill tool listings and permission logs.,Restore prior skill locations/config.,Added by deterministic v2 audit.,pending
W5,Convert six dev agents into skills,T-V05,wave-validation,Independently validate W5 exit gate,P0,yes,M,independent-leaf-validator,parent-accepts-verdict,"dev-judge,dev-faithfulness-guard; dev-security-guardian when triggered","T-060,T-061,T-062,T-063,T-064,T-065,T-066,T-067,T-068,T-069,T-070,T-071",.specs/changes/harness-skill-based-migration/evidence/w5-validation/,"Review every task outcome, changed scope, evidence, acceptance criterion, and rollback readiness. | Run the wave-specific static/integration/security checks. | Use an independent validator that did not implement the wave tasks. | Issue PASS, FAIL, or BLOCKED; FAIL creates remediation tasks in the same wave. | Write local memory first and duplicate the validation event to the memory MCP.",Run the wave exit checklist and all wave-specific checks defined in Task-Specs.,"Every wave task is done, explicitly skipped with approval, or blocked with a remediation task. | No critical or high unresolved defect remains. | Evidence paths and checksums are complete. | The next wave remains blocked until PASS.","W5 validation report, command/test logs, scope audit, memory event status.",Reopen the failed W5 tasks; do not advance to the next wave.,Added because v1 required wave validation but omitted validation tasks from the master backlog and CSV.,pending
W6,Subagent-only runtime and leaf protocol,T-080,runtime-permission,Classify remaining agents by role,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-003,T-068,T-V05",agents/*.agent.md; opencode.json,"Classify each agent as domain specialist, validator, obsolete coordinator, obsolete phase agent, duplicate, or unrelated keep. | Identify agents that contain reusable skill knowledge rather than runtime specialization. | Create a staged delete/convert/keep list.",Task-Spec must define exact commands before execution.,Every agent has a disposition. | No coordinator is retained accidentally.,Agent disposition matrix.,Read-only.,Carried from v1; enriched with deterministic gates in v2.,pending
W6,Subagent-only runtime and leaf protocol,T-081,runtime-permission,Stage removal of custom primary agent configuration,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-080,T-V05",.specs/changes/harness-skill-based-migration/staging/opencode.agents.fragment.json; coordinator agent manifest,Remove custom primary coordinators from the staged configuration only. | Set built-in `build` and `plan` as the only selectable primary hosts in the staged configuration. | Keep the active configuration unchanged until controlled cutover.,Task-Spec must define exact commands before execution.,Static scan of the staged configuration finds zero custom `mode: primary` entries. | The active configuration remains available for rollback.,Config diff and runtime agent list.,Restore baseline agent config.,Converted live mutation into staged mutation.,pending
W6,Subagent-only runtime and leaf protocol,T-082,runtime-permission,Retire Altitude phase agents,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-039,T-081,T-V05",agents/altitude-*.agent.md; rules/altitude/; contracts,Move unique phase behavior into the Altitude contract/rules/skills. | Run reference and behavior coverage checks. | Delete or archive phase-agent files according to the migration matrix.,Task-Spec must define exact commands before execution.,Altitude lifecycle works without invoking an altitude agent. | No unique rule is lost.,Parity map and lifecycle fixtures.,Restore phase-agent files.,Carried from v1; enriched with deterministic gates in v2.,pending
W6,Subagent-only runtime and leaf protocol,T-083,runtime-permission,Retire Data Engineer coordinator ownership,P0,no,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-081,T-V05",agents/data-engineer.agent.md; data skills/rules/commands,Move tactical classification and workflow rules into data-engineering skills/rules. | Keep domain specialists as subagents where model isolation or tool permissions add value. | Remove coordinator state/TODO ownership.,Task-Spec must define exact commands before execution.,Tactical data tasks use the built-in parent plus skills and leaf specialists. | No second TODO owner remains.,Tactical routing fixtures.,Restore coordinator file/config.,"Raised to P0 because D-01 forbids all custom primary coordinators, including Data Engineer.",pending
W6,Subagent-only runtime and leaf protocol,T-084,runtime-permission,Create canonical leaf profiles,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-060,T-080,T-V05",agents/leaf-readonly.agent.md; agents/leaf-executor.agent.md; agents/leaf-validator.agent.md,"Create exactly three hidden internal subagent profiles: read-only discovery, bounded-write execution, and independent validation. | Keep domain specialists as subagents only when W6 inventory proves unique model/tool value. | Keep procedural behavior in skills rather than duplicating it in profile prompts.",Task-Spec must define exact commands before execution.,Exactly three generic permission profiles exist. | Every retained domain specialist maps to one permission archetype. | No profile duplicates a complete skill procedure.,Agent definitions and tests.,Remove profiles.,Removed `or equivalent` ambiguity and fixed the profile strategy.,pending
W6,Subagent-only runtime and leaf protocol,T-085,runtime-permission,Enforce leaf permissions,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-084,T-V05",.specs/changes/harness-skill-based-migration/staging/opencode.permissions.fragment.json; leaf agent frontmatter,"Set `task: deny` and `todowrite: deny` for every leaf executor and validator. | Treat `todowrite: deny` as denial of both TODO write and TODO read; provide all task context in the leaf envelope. | Deny publication and uncontrolled scope changes. | Apply least privilege to edit, bash, external directories, skills, and MCP tools.",Task-Spec must define exact commands before execution.,Leaf task invocation fails. | Leaf TODO write and TODO read fail. | Leaf can complete an allocated task from its explicit envelope. | Forbidden Git publication and scope expansion are blocked or returned to the parent.,Negative permission tests.,Restore previous permissions.,Adds the missing `todoread` consequence and stages the configuration.,pending
W6,Subagent-only runtime and leaf protocol,T-086,runtime-permission,Define and implement leaf result envelope,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-033,T-085,T-V05",.specs/shared/leaf-result-contract.md; rules/SUBAGENT_EXECUTION.md; templates,"Define task ID, status projection, summary, files read/changed, commands, tests, evidence, risks, blockers, and scope-expansion request. | Require machine-checkable mandatory fields. | Define parent acceptance and rejection logic.",Task-Spec must define exact commands before execution.,Parent can update TODO and evidence from the envelope. | Missing evidence prevents done status.,Schema and fixture tests.,Remove contract/template.,Carried from v1; enriched with deterministic gates in v2.,pending
